Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime
Sunday,WILSON STATION,MUI,8,12,S,YU,5626,2023-01-08 13:25:00
Sunday,KIPLING STATION,EUBO,4,8,E,BD,5163,2023-01-08 14:03:00
Sunday,BLOOR STATION,SUAP,0,0,,YU,0,2023-01-08 14:06:00
Sunday,KENNEDY BD STATION,MUPAA,0,0,E,BD,5106,2023-01-08 14:49:00
Sunday,CHRISTIE STATION,MUIR,0,0,E,BD,5046,2023-01-08 14:57:00
Sunday,WOODBINE STATION,MUPAA,0,0,W,BD,5003,2023-01-08 15:13:00
Sunday,OSSINGTON STATION,SUDP,0,0,,BD,0,2023-01-08 15:15:00
Sunday,BATHURST STATION,SUO,17,21,W,BD,5042,2023-01-08 16:29:00
Sunday,QUEEN STATION,SUDP,0,0,,YU,0,2023-01-08 16:57:00
Sunday,JANE STATION,TUNCA,0,0,,BD,0,2023-01-08 17:10:00
Sunday,SHEPPARD WEST STATION,PUOPO,4,8,S,YU,5711,2023-01-08 17:29:00
Sunday,SHERBOURNE STATION,MUI,19,24,W,BD,5079,2023-01-08 17:40:00
Sunday,BATHURST STATION,SUDP,0,0,,BD,0,2023-01-08 18:01:00
Sunday,CHRISTIE STATION,TUMVS,10,14,E,BD,5157,2023-01-08 18:31:00
Sunday,DUFFERIN STATION,MUIRS,0,0,,BD,0,2023-01-08 19:53:00
Sunday,DUNDAS STATION,MUIS,0,0,,YU,0,2023-01-08 19:57:00
Sunday,ST PATRICK STATION,MUIR,11,17,N,YU,5811,2023-01-08 21:15:00
Sunday,KIPLING STATION,MUIS,0,0,,BD,0,2023-01-08 21:27:00
Sunday,BLOOR STATION,SUO,0,0,N,YU,6101,2023-01-08 21:40:00
Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU / BD,0,2023-01-08 22:00:00
Sunday,YONGE BD STATION,SUO,0,0,E,BD,5062,2023-01-08 22:03:00
Sunday,YONGE BD STATION,MUIS,0,0,,BD,0,2023-01-08 22:48:00
Sunday,COXWELL STATION,MUPAA,3,9,E,BD,5046,2023-01-08 22:55:00
Sunday,FINCH WEST STATION,MUIS,0,0,,YU,0,2023-01-08 22:58:00
Sunday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2023-01-08 23:31:00
Sunday,OSSINGTON STATION,MUIRS,0,0,,BD,0,2023-01-08 23:50:00
Sunday,BLOOR STATION,MUIS,0,0,N,YU,0,2023-01-08 00:20:00
Sunday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0,2023-01-08 01:33:00
Sunday,QUEEN'S PARK STATION,SUDP,5,11,N,YU,6106,2023-01-08 01:50:00
Sunday,SHEPPARD-YONGE STATION,TUMVS,5,10,W,SHP,6146,2023-01-08 02:35:00
Monday,ST PATRICK STATION,SUO,0,0,N,YU,6106,2023-01-09 02:13:00
Monday,SCARBOROUGH CTR STATIO,SRO,0,0,,SRT,0,2023-01-09 18:23:00
Monday,GREENWOOD STATION,PUTOE,0,0,W,BD,0,2023-01-09 05:12:00
Monday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-09 22:00:00
Monday,OLD MILL STATION,PUSTC,0,0,W,BD,5100,2023-01-09 05:14:00
Monday,FINCH STATION,EUDO,4,8,S,YU,5546,2023-01-09 05:53:00
Monday,DAVISVILLE STATION,PUOPO,0,0,N,YU,6061,2023-01-09 05:58:00
Monday,EGLINTON STATION,PUOPO,3,7,N,YU,6061,2023-01-09 06:03:00
Monday,UNION STATION,MUIS,0,0,,YU,0,2023-01-09 06:05:00
Monday,LAWRENCE STATION,PUOPO,5,9,N,YU,6061,2023-01-09 06:07:00
Monday,UNION STATION,MUIS,0,0,,YU,0,2023-01-09 06:08:00
Monday,WELLESLEY STATION,MUIS,0,0,,YU,0,2023-01-09 06:42:00
Monday,DUNDAS STATION,MUIS,0,0,N,BD,0,2023-01-09 07:00:00
Monday,WILSON STATION,MUATC,3,6,S,YU,5401,2023-01-09 07:00:00
Monday,LAWRENCE STATION,MUIE,7,9,S,YU,6121,2023-01-09 07:21:00
Monday,COXWELL STATION,SUO,3,6,E,BD,5201,2023-01-09 07:48:00
Monday,SHEPPARD WEST STATION,SUUT,28,30,N,YU,5721,2023-01-09 07:52:00
Monday,JANE STATION,MUIS,0,0,,BD,0,2023-01-09 08:02:00
Monday,DOWNSVIEW PARK STATION,MUPAA,5,7,S,YU,5591,2023-01-09 08:28:00
Monday,CHESTER STATION,TUMVS,0,0,E,BD,5192,2023-01-09 08:33:00
Monday,SHEPPARD STATION,PUOPO,0,0,S,YU,5511,2023-01-09 08:49:00
Monday,YORK MILLS STATION,PUOPO,5,7,S,YU,5511,2023-01-09 08:54:00
Monday,BLOOR STATION,SUDP,0,0,,YU,0,2023-01-09 09:09:00
Monday,YONGE BD STATION,MUIR,4,7,W,BD,5178,2023-01-09 09:27:00
Monday,DAVISVILLE STATION,SUO,0,0,,YU,0,2023-01-09 09:38:00
Monday,WILSON STATION,MUATC,10,13,N,YU,6126,2023-01-09 10:54:00
Monday,CHRISTIE STATION,TUMVS,0,0,E,BD,5003,2023-01-09 11:23:00
Monday,BATHURST STATION,TUO,4,7,E,BD,5003,2023-01-09 11:27:00
Monday,ST GEORGE BD STATION,MUNCA,0,0,,BD,0,2023-01-09 11:41:00
Monday,OSSINGTON STATION,MUDD,3,6,E,BD,5322,2023-01-09 12:14:00
Monday,ST GEORGE BD STATION,MUPAA,4,7,W,BD,5035,2023-01-09 12:17:00
Monday,UNION STATION,SUO,0,0,,YU,0,2023-01-09 12:25:00
Monday,VAUGHAN MC STATION,SUO,15,18,S,YU,5421,2023-01-09 12:27:00
Monday,EGLINTON WEST STATION,MUIS,0,0,,YU,0,2023-01-09 12:29:00
Monday,JANE STATION,MUIS,0,0,,BD,0,2023-01-09 12:30:00
Monday,SPADINA BD STATION,SUDP,0,0,,BD,0,2023-01-09 12:46:00
Monday,VAUGHAN MC STATION,MUIR,3,6,S,YU,5556,2023-01-09 13:01:00
Monday,VAUGHAN MC STATION,PUMEL,0,0,,YU,0,2023-01-09 13:28:00
Monday,DUNDAS STATION,SUO,0,0,,YU,0,2023-01-09 13:36:00
Monday,BATHURST STATION,MUIS,0,0,,BD,0,2023-01-09 14:40:00
Monday,JANE STATION,MUTO,4,7,W,BD,5178,2023-01-09 14:58:00
Monday,DAVISVILLE STATION,EUOE,4,8,S,YU,5686,2023-01-09 15:48:00
Monday,YONGE BD STATION,MUIRS,0,0,,BD,0,2023-01-09 16:13:00
Monday,KIPLING STATION,MUSAN,3,6,E,BD,5004,2023-01-09 16:43:00
Monday,UNION STATION,SUUT,12,15,S,YU,6131,2023-01-09 17:08:00
Monday,ST PATRICK STATION,SUAP,20,23,N,YU,5566,2023-01-09 17:15:00
Monday,DAVISVILLE STATION,SUDP,0,0,,YU,0,2023-01-09 17:18:00
Monday,KENNEDY BD STATION,MUTO,3,6,W,BD,5020,2023-01-09 17:52:00
Monday,VAUGHAN MC STATION,SUAP,0,0,,YU,5414,2023-01-09 18:34:00
Monday,SPADINA BD STATION,MUI,7,10,W,BD,5366,2023-01-09 18:34:00
Monday,KENNEDY BD STATION,MUTO,4,8,W,BD,5174,2023-01-09 18:49:00
Monday,HIGHWAY 407 STATION,MUATC,4,8,S,YU,5476,2023-01-09 19:06:00
Monday,HIGHWAY 407 STATION,MUATC,5,8,S,YU,5571,2023-01-09 19:19:00
Monday,BLOOR STATION,MUIS,0,0,S,YU,0,2023-01-09 19:56:00
Monday,YORK UNIVERSITY STATIO,TUOS,0,0,N,YU,5381,2023-01-09 20:07:00
Monday,DUNDAS STATION,SUUT,4,7,N,YU,5386,2023-01-09 21:07:00
Monday,HIGH PARK STATION,PUMEL,0,0,,BD,0,2023-01-09 21:39:00
Monday,QUEEN STATION,SUO,0,0,,YU,0,2023-01-09 21:51:00
Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-09 22:00:00
Monday,SHEPPARD WEST STATION,TUCC,10,15,S,YU,5446,2023-01-09 22:33:00
Monday,QUEEN STATION,SUUT,12,17,N,YU,5951,2023-01-09 23:05:00
Monday,BATHURST STATION,SUO,0,0,,BD,0,2023-01-09 23:09:00
Monday,UNION STATION,SUO,0,0,,YU,0,2023-01-09 23:17:00
Monday,VICTORIA PARK STATION,SUO,0,0,,,0,2023-01-09 23:26:00
Monday,SPADINA BD STATION,SUO,13,18,E,BD,5278,2023-01-09 23:52:00
Monday,SPADINA YUS STATION,SUDP,13,18,N,YU,5966,2023-01-09 23:53:00
Monday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-01-09 23:57:00
Monday,ST CLAIR STATION,MUO,4,9,,YU,0,2023-01-09 23:57:00
Monday,SUMMERHILL STATION,SUDP,6,11,S,YU,5481,2023-01-09 00:01:00
Monday,QUEEN STATION,MUIRS,0,0,,YU,0,2023-01-09 00:25:00
Monday,ROYAL YORK STATION,MUO,5,9,W,BD,5212,2023-01-09 00:53:00
Monday,QUEEN STATION,SUO,0,0,,YU,0,2023-01-09 01:27:00
Monday,DON MILLS STATION,PUSTS,3,8,W,SHP,6186,2023-01-09 15:13:00
Monday,DON MILLS STATION,PUSO,0,0,E,SHP,6146,2023-01-09 16:11:00
Monday,LESLIE STATION,MUIS,0,0,,SHP,0,2023-01-09 22:16:00
Monday,DON MILLS STATION,PUSTS,3,8,W,SHP,6166,2023-01-09 23:02:00
Tuesday,FINCH STATION,SUDP,0,0,,YU,0,2023-01-10 02:06:00
Tuesday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-10 22:00:00
Tuesday,KENNEDY BD STATION,TUO,0,0,W,BD,5208,2023-01-10 02:54:00
Tuesday,JANE STATION,SUO,0,0,,BD,0,2023-01-10 03:03:00
Tuesday,SHEPPARD STATION,SUUT,0,0,N,YU,5816,2023-01-10 06:19:00
Tuesday,VICTORIA PARK STATION,MUDD,5,8,W,BD,5079,2023-01-10 06:25:00
Tuesday,WELLESLEY STATION,SUDP,0,0,,YU,0,2023-01-10 06:59:00
Tuesday,GREENWOOD YARD,TUMVS,0,0,E,BD,5260,2023-01-10 07:41:00
Tuesday,CHRISTIE STATION,SUDP,0,0,E,BD,5128,2023-01-10 08:27:00
Tuesday,DUNDAS WEST STATION,TUMVS,0,0,W,BD,5210,2023-01-10 08:43:00
Tuesday,BATHURST STATION,MUIS,0,0,,BD,0,2023-01-10 09:57:00
Tuesday,BAY STATION,MUPR1,0,0,W,BD,5195,2023-01-10 10:40:00
Tuesday,HIGH PARK STATION,MUPR1,3,6,W,BD,5060,2023-01-10 10:52:00
Tuesday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-01-10 11:07:00
Tuesday,SPADINA BD STATION,SUDP,0,0,,BD,0,2023-01-10 12:01:00
Tuesday,WELLESLEY STATION,MUIR,12,15,N,YU,5631,2023-01-10 12:03:00
Tuesday,QUEEN'S PARK STATION,MUIRS,0,0,S,YU,0,2023-01-10 12:51:00
Tuesday,BLOOR STATION,MUIS,0,0,S,YU,0,2023-01-10 13:23:00
Tuesday,SHEPPARD STATION,SUDP,6,9,S,YU,5751,2023-01-10 13:35:00
Tuesday,ST CLAIR WEST STATION,MUIR,6,9,N,YU,5981,2023-01-10 14:26:00
Tuesday,FINCH WEST STATION,PUSAC,4,8,N,YU,5751,2023-01-10 14:41:00
Tuesday,QUEEN'S PARK STATION,SUDP,3,6,S,YU,5701,2023-01-10 14:52:00
Tuesday,SHEPPARD WEST STATION,MUI,19,22,S,YU,5801,2023-01-10 15:35:00
Tuesday,KIPLING STATION,PUMEL,0,0,,BD,0,2023-01-10 15:57:00
Tuesday,FINCH STATION,MUATC,3,6,S,YU,5406,2023-01-10 16:03:00
Tuesday,HIGHWAY 407 STATION,PUSRA,4,8,S,YU,5556,2023-01-10 16:24:00
Tuesday,BATHURST STATION,MUIS,0,0,,BD,0,2023-01-10 16:29:00
Tuesday,DUNDAS STATION,MUNCA,0,0,S,YU,0,2023-01-10 17:10:00
Tuesday,BLOOR STATION,MUPAA,4,8,N,YU,5926,2023-01-10 17:23:00
Tuesday,ROSEDALE STATION,TUO,11,14,N,YU,5526,2023-01-10 17:38:00
Tuesday,ROSEDALE STATION,MUPAA,0,0,N,YU,6111,2023-01-10 17:45:00
Tuesday,FINCH STATION,MUPAA,0,0,N,YU,5926,2023-01-10 17:50:00
Tuesday,ROYAL YORK STATION,PUSI,0,0,W,BD,5321,2023-01-10 18:02:00
Tuesday,BROADVIEW STATION,TUMVS,4,8,W,BD,5364,2023-01-10 18:35:00
Tuesday,WOODBINE STATION,SUDP,20,24,E,BD,5029,2023-01-10 18:49:00
Tuesday,ST CLAIR WEST STATION,MUIRS,0,0,N,YU,0,2023-01-10 19:23:00
Tuesday,ST GEORGE BD STATION,SUDP,5,9,W,BD,5360,2023-01-10 19:52:00
Tuesday,FINCH WEST STATION,PUTO,0,0,N,YU,5436,2023-01-10 19:57:00
Tuesday,VICTORIA PARK STATION,SUDP,6,10,E,BD,5139,2023-01-10 20:37:00
Tuesday,LAWRENCE STATION,MUI,6,9,N,YU,5606,2023-01-10 20:51:00
Tuesday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2023-01-10 21:10:00
Tuesday,QUEEN STATION,SUDP,0,0,,YU,0,2023-01-10 21:15:00
Tuesday,FINCH STATION,MUPAA,0,0,N,YU,5576,2023-01-10 21:30:00
Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-10 22:00:00
Tuesday,COXWELL STATION,MUIRS,0,0,W,BD,0,2023-01-10 22:06:00
Tuesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,2023-01-10 22:25:00
Tuesday,KIPLING STATION,PUMEL,0,0,,BD,0,2023-01-10 22:45:00
Tuesday,PIONEER VILLAGE STATIO,MUPAA,3,8,N,YU,5381,2023-01-10 23:13:00
Tuesday,KEELE STATION,EUDO,4,8,E,BD,5084,2023-01-10 00:24:00
Tuesday,BESSARION STATION,MUPAA,4,10,W,SHP,6141,2023-01-10 21:53:00
Tuesday,DON MILLS STATION,PUSTS,5,10,,SHP,6171,2023-01-10 22:47:00
Wednesday,UNION STATION,SUAE,0,0,,BD,0,2023-01-11 05:44:00
Wednesday,SCARBOROUGH CTR STATIO,MRUI,0,0,S,SRT,0,2023-01-11 18:27:00
Wednesday,EGLINTON WEST STATION,SUAP,0,0,N,YU,5396,2023-01-11 06:16:00
Wednesday,LAWRENCE EAST STATION,ERTC,15,20,N,SRT,3000,2023-01-11 19:45:00
Wednesday,SHEPPARD WEST STATION,EUBO,5,10,N,YU,5381,2023-01-11 06:25:00
Wednesday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-11 22:00:00
Wednesday,HIGHWAY 407 STATION,MUPAA,3,7,N,YU,5771,2023-01-11 06:58:00
Wednesday,BATHURST STATION,MUIRS,0,0,,BD,0,2023-01-11 08:10:00
Wednesday,BLOOR STATION,SUDP,4,7,S,YU,5686,2023-01-11 09:25:00
Wednesday,WARDEN STATION,SUO,0,0,W,BD,5091,2023-01-11 11:11:00
Wednesday,VICTORIA PARK STATION,SUO,0,0,W,BD,5091,2023-01-11 11:14:00
Wednesday,DUNDAS STATION,PUTDN,5,8,S,YU,5396,2023-01-11 11:24:00
Wednesday,HIGHWAY 407 STATION,SUO,0,0,,YU,0,2023-01-11 11:39:00
Wednesday,OSGOODE STATION,TUATC,3,6,N,YU,5396,2023-01-11 11:39:00
Wednesday,SHEPPARD STATION,SUUT,21,24,S,YU,5781,2023-01-11 12:06:00
Wednesday,HIGHWAY 407 STATION,MUPAA,7,10,S,YU,5611,2023-01-11 12:12:00
Wednesday,VICTORIA PARK STATION,PUMEL,0,0,,BD,0,2023-01-11 12:44:00
Wednesday,SPADINA BD STATION,SUO,0,0,E,BD,5159,2023-01-11 12:51:00
Wednesday,BLOOR STATION,SUDP,0,0,S,YU,5691,2023-01-11 13:02:00
Wednesday,BATHURST STATION,MUIS,0,0,,BD,0,2023-01-11 13:28:00
Wednesday,WOODBINE STATION,PUMEL,0,0,,BD,0,2023-01-11 13:39:00
Wednesday,LAWRENCE WEST STATION,MUO,0,0,,YU,0,2023-01-11 13:54:00
Wednesday,YONGE BD STATION,MUIS,0,0,E,BD,0,2023-01-11 14:00:00
Wednesday,ISLINGTON STATION,SUUT,16,19,W,BD,5178,2023-01-11 14:28:00
Wednesday,WOODBINE STATION,SUAP,0,0,,BD,0,2023-01-11 14:39:00
Wednesday,EGLINTON STATION,SUDP,0,0,S,YU,5856,2023-01-11 14:47:00
Wednesday,OSSINGTON STATION,MUIRS,0,0,,BD,0,2023-01-11 15:10:00
Wednesday,DUPONT STATION,TUOS,9,12,N,YU,5686,2023-01-11 15:17:00
Wednesday,DOWNSVIEW PARK STATION,MUATC,5,8,S,YU,5681,2023-01-11 16:11:00
Wednesday,BATHURST STATION,SUUT,4,7,E,BD,5103,2023-01-11 16:19:00
Wednesday,BAY STATION,SUDP,3,6,W,BD,5112,2023-01-11 16:37:00
Wednesday,DAVISVILLE STATION,SUROB,0,0,,YU,0,2023-01-11 16:42:00
Wednesday,BROADVIEW STATION,SUDP,3,6,E,BD,5129,2023-01-11 16:48:00
Wednesday,OSSINGTON STATION,SUDP,6,9,W,BD,5065,2023-01-11 16:50:00
Wednesday,OSSINGTON STATION,TUCC,10,13,E,BD,5046,2023-01-11 16:51:00
Wednesday,VAUGHAN MC STATION,MUPAA,0,0,S,YU,5876,2023-01-11 16:55:00
Wednesday,WILSON STATION,EUYRD,3,6,S,YU,5826,2023-01-11 16:56:00
Wednesday,DOWNSVIEW PARK STATION,MUATC,0,0,S,YU,5891,2023-01-11 16:57:00
Wednesday,SPADINA YUS STATION -,MUIS,0,0,,YU,0,2023-01-11 17:08:00
Wednesday,DAVISVILLE STATION,EUO,6,10,S,YU,5906,2023-01-11 17:41:00
Wednesday,QUEEN STATION,MUPAA,7,10,S,YU,5436,2023-01-11 18:22:00
Wednesday,EGLINTON STATION,EUNT,3,6,S,YU,5821,2023-01-11 18:38:00
Wednesday,KIPLING STATION,MUIS,0,0,,BD,0,2023-01-11 19:08:00
Wednesday,EGLINTON STATION,MUPAA,0,0,N,YU,5591,2023-01-11 20:16:00
Wednesday,EGLINTON STATION,MUIRS,0,0,N,YU,5671,2023-01-11 20:22:00
Wednesday,GREENWOOD SHOPS.,MUWR,0,0,,BD,0,2023-01-11 20:34:00
Wednesday,DUNDAS STATION,SUDP,5,10,N,YU,5391,2023-01-11 21:23:00
Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-11 22:00:00
Wednesday,UNION STATION,MUIS,0,0,,YU,0,2023-01-11 22:11:00
Wednesday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-11 22:39:00
Wednesday,DUNDAS WEST STATION,SUAP,0,0,,BD,0,2023-01-11 23:16:00
Wednesday,VAUGHAN MC STATION,MUPAA,0,0,,YU,5486,2023-01-11 23:36:00
Wednesday,WARDEN STATION,MUIR,8,12,W,BD,5256,2023-01-11 23:50:00
Wednesday,ROYAL YORK STATION,SUUT,55,59,W,BD,5360,2023-01-11 01:05:00
Wednesday,YORKDALE STATION,EUDO,18,23,N,YU,5621,2023-01-11 01:25:00
Wednesday,DON MILLS STATION,PUOPO,5,10,W,SHP,6171,2023-01-11 17:19:00
Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5556,2023-01-12 05:50:00
Thursday,MCCOWAN STATION,MRTO,7,12,S,SRT,3004,2023-01-12 08:07:00
Thursday,JANE STATION,MUPAA,4,9,W,BD,5203,2023-01-12 06:15:00
Thursday,SCARBOROUGH CTR STATIO,PREL,0,0,,SRT,0,2023-01-12 14:05:00
Thursday,ST CLAIR WEST STATION,SUAE,0,0,S,YU,5756,2023-01-12 08:16:00
Thursday,KENNEDY SRT STATION,SRDP,0,0,S,SRT,3007,2023-01-12 16:54:00
Thursday,KEELE STATION,SUUT,21,24,W,BD,5161,2023-01-12 08:44:00
Thursday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-12 22:00:00
Thursday,DUNDAS WEST STATION,SUO,0,0,W,BD,5255,2023-01-12 10:04:00
Thursday,GREENWOOD SHOP,MUIE,0,0,,BD,0,2023-01-12 10:37:00
Thursday,YORK UNIVERSITY STATIO,MUIS,0,0,,YU,0,2023-01-12 11:41:00
Thursday,JANE STATION,SUUT,3,6,E,BD,5042,2023-01-12 11:59:00
Thursday,ST GEORGE YUS STATION,SUDP,4,7,N,YU,5886,2023-01-12 12:05:00
Thursday,JANE STATION,PUMEL,0,0,,BD,0,2023-01-12 12:09:00
Thursday,ST ANDREW STATION TO O,SUO,0,0,N,YU,0,2023-01-12 12:33:00
Thursday,WILSON STATION,MUIE,3,6,N,YU,6046,2023-01-12 13:04:00
Thursday,WARDEN STATION,SUDP,3,6,E,BD,5304,2023-01-12 14:11:00
Thursday,CHRISTIE STATION,SUDP,0,0,E,BD,0,2023-01-12 14:32:00
Thursday,WOODBINE STATION,SUDP,5,8,W,BD,5006,2023-01-12 14:47:00
Thursday,BATHURST STATION,MUIRS,0,0,E,BD,0,2023-01-12 14:55:00
Thursday,BLOOR STATION,MUIS,0,0,S,YU,0,2023-01-12 15:26:00
Thursday,SHEPPARD STATION,MUIS,0,0,,YU,0,2023-01-12 15:31:00
Thursday,WELLESLEY STATION,SUDP,31,34,S,YU,5586,2023-01-12 15:45:00
Thursday,KENNEDY BD STATION,SUDP,8,11,E,BD,5168,2023-01-12 15:48:00
Thursday,YONGE BD STATION,MUPAA,0,0,W,BD,5070,2023-01-12 16:22:00
Thursday,QUEEN STATION,MUNCA,0,0,S,YU,0,2023-01-12 17:00:00
Thursday,ST CLAIR STATION,SUDP,8,11,S,YU,5886,2023-01-12 17:09:00
Thursday,BLOOR STATION,SUAP,0,0,,YU,0,2023-01-12 17:13:00
Thursday,BAY STATION,SUAP,7,10,E,BD,5248,2023-01-12 17:21:00
Thursday,BLOOR STATION,MUPAA,3,6,S,YU,5976,2023-01-12 17:34:00
Thursday,BAY STATION,SUDP,4,7,W,BD,5067,2023-01-12 17:37:00
Thursday,ROYAL YORK STATION,EUNT,10,13,W,BD,5228,2023-01-12 17:38:00
Thursday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,2023-01-12 17:41:00
Thursday,ST CLAIR STATION,SUAP,0,0,N,YU,5471,2023-01-12 17:49:00
Thursday,DAVISVILLE STATION,SUDP,0,0,N,YU,0,2023-01-12 17:54:00
Thursday,COLLEGE STATION,SUDP,0,0,,YU,0,2023-01-12 18:01:00
Thursday,OSGOODE STATION,MUNCA,0,0,,YU,0,2023-01-12 18:06:00
Thursday,COLLEGE STATION,MUO,3,6,N,YU,5826,2023-01-12 18:10:00
Thursday,CHESTER STATION,TUMVS,5,8,E,BD,5278,2023-01-12 18:13:00
Thursday,PIONEER VILLAGE STATIO,MUPAA,0,0,S,YU,5776,2023-01-12 18:19:00
Thursday,KIPLING STATION,MUTO,3,6,,BD,0,2023-01-12 18:22:00
Thursday,ROYAL YORK STATION,PUMST,0,0,,BD,0,2023-01-12 18:45:00
Thursday,HIGH PARK STATION,MUPAA,4,7,W,BD,5129,2023-01-12 18:55:00
Thursday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-12 19:37:00
Thursday,SPADINA BD STATION,SUO,0,0,,BD,0,2023-01-12 19:48:00
Thursday,EGLINTON STATION,PUMEL,0,0,,YU,0,2023-01-12 20:11:00
Thursday,KIPLING STATION,MUTO,4,8,,BD,0,2023-01-12 20:21:00
Thursday,QUEEN'S PARK STATION,SUDP,14,17,S,YU,5966,2023-01-12 20:25:00
Thursday,LANSDOWNE STATION,SUDP,4,8,E,BD,5368,2023-01-12 20:26:00
Thursday,EGLINTON WEST STATION,MUIS,0,0,,YU,0,2023-01-12 21:14:00
Thursday,KENNEDY BD STATION,TUO,4,8,W,BD,5366,2023-01-12 21:14:00
Thursday,LAWRENCE WEST STATION,MUATC,3,6,S,YU,5776,2023-01-12 21:32:00
Thursday,FINCH WEST STATION,MUIR,6,9,S,YU,5521,2023-01-12 21:40:00
Thursday,HIGHWAY 407 STATION,MUIRS,0,0,S,YU,5946,2023-01-12 21:52:00
Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-12 22:00:00
Thursday,ROYAL YORK STATION,MUSC,0,0,E,BD,5291,2023-01-12 22:09:00
Thursday,DUNDAS STATION,SUUT,22,27,N,YU,5681,2023-01-12 22:13:00
Thursday,ROYAL YORK STATION,SUDP,4,8,W,BD,5335,2023-01-12 22:16:00
Thursday,KING STATION,MUSAN,8,13,N,YU,5521,2023-01-12 22:44:00
Thursday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-12 23:08:00
Thursday,PAPE,MUIRS,0,0,,BD,0,2023-01-12 23:22:00
Thursday,BATHURST STATION,MUIRS,0,0,,BD,0,2023-01-12 23:32:00
Thursday,WOODBINE STATION,MUPAA,0,0,W,BD,5335,2023-01-12 00:15:00
Thursday,DUNDAS WEST STATION,MUIS,0,0,,BD,0,2023-01-12 00:18:00
Thursday,SPADINA BD STATION,SUUT,11,16,E,BD,5204,2023-01-12 00:22:00
Thursday,UNION STATION,MUIS,0,0,,YU,0,2023-01-12 00:30:00
Thursday,WILSON STATION,SUDP,0,0,S,YU,6131,2023-01-12 01:42:00
Thursday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,2023-01-12 01:46:00
Thursday,BAYVIEW STATION,EUDO,8,13,E,SHP,6161,2023-01-12 20:55:00
Thursday,DON MILLS STATION,TUMVS,8,13,E,SHP,6176,2023-01-12 01:31:00
Friday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,2023-01-13 02:19:00
Friday,SRT LINE,TRST,0,0,,SRT,3014,2023-01-13 03:00:00
Friday,ISLINGTON STATION,MUO,0,0,,BD,0,2023-01-13 03:31:00
Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,BD/YU,0,2023-01-13 06:00:00
Friday,SCARBOROUGH CTR STATIO,ERDO,3,8,S,SRT,3018,2023-01-13 06:01:00
Friday,DUNDAS WEST STATION,TUOS,0,0,W,BD,5329,2023-01-13 06:06:00
Friday,MIDLAND APPROACHING,ERTC,5,10,S,SRT,3004,2023-01-13 17:10:00
Friday,VICTORIA PARK STATION,EUSC,0,0,E,BD,5224,2023-01-13 06:09:00
Friday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-13 22:00:00
Friday,DUNDAS WEST STATION,TUOS,0,0,W,BD,5341,2023-01-13 06:10:00
Friday,WELLESLEY STATION,MUATC,0,0,N,YU,5631,2023-01-13 06:31:00
Friday,GREENWOOD STATION,EUNT,5,8,E,BD,5025,2023-01-13 07:08:00
Friday,KENNEDY BD STATION,SUDP,5,8,E,BD,5080,2023-01-13 07:20:00
Friday,UNION STATION,MUIS,0,0,,YU,0,2023-01-13 07:21:00
Friday,WELLESLEY STATION,MUATC,0,0,N,YU,5826,2023-01-13 07:28:00
Friday,YORK MILLS STATION,MUATC,0,0,N,YU,5621,2023-01-13 07:35:00
Friday,GREENWOOD STATION,EUNT,0,0,W,BD,5228,2023-01-13 08:08:00
Friday,ST GEORGE YUS STATION,MUIR,3,6,S,YU,6046,2023-01-13 09:08:00
Friday,SPADINA YUS STATION,SUO,0,0,,YU,0,2023-01-13 09:36:00
Friday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5122,2023-01-13 09:51:00
Friday,DUFFERIN STATION,SUUT,14,17,E,YU,5291,2023-01-13 10:23:00
Friday,JANE STATION,MUPAA,0,0,E,BD,5955,2023-01-13 11:49:00
Friday,BATHURST STATION,EUCD,8,11,W,BD,5228,2023-01-13 12:13:00
